job_category,salary_in_usd,experience_level,work_setting,company_size,Cluster
Data Science and Research,207900.00000000003,Senior,In-person,M,0
Data Science and Research,158400.00000000003,Senior,In-person,M,0
Machine Learning and AI,241300.0,Senior,In-person,M,0
Machine Learning and AI,211949.0,Senior,In-person,M,0
Data Management and Strategy,115000.0,Senior,Remote,M,1
Data Management and Strategy,90000.0,Senior,Remote,M,1
Data Science and Research,172200.0,Mid-level,Remote,M,4
Data Science and Research,131200.0,Mid-level,Remote,M,4
Machine Learning and AI,123800.0,Senior,Remote,M,1
Data Science and Research,142500.0,Senior,In-person,M,0
Machine Learning and AI,322612.5,Senior,In-person,M,0
Machine Learning and AI,204000.0,Senior,In-person,M,0
BI and Visualization,193600.0,Senior,In-person,M,0
BI and Visualization,130838.0,Senior,In-person,M,0
Data Engineering,225500.0,Senior,In-person,M,0
Data Engineering,139400.0,Senior,In-person,M,0
Machine Learning and AI,322612.5,Senior,In-person,M,0
Machine Learning and AI,218755.0,Senior,In-person,M,0
Data Science and Research,250830.0,Senior,In-person,M,0
Data Science and Research,143370.0,Senior,In-person,M,0
Leadership and Management,260000.0,Senior,In-person,M,0
Data Science and Research,203500.0,Senior,In-person,M,0
Data Science and Research,166500.0,Senior,In-person,M,0
Data Science and Research,148350.0,Senior,In-person,M,0
Data Science and Research,87400.0,Senior,In-person,M,0
Data Science and Research,157550.0,Senior,In-person,M,0
Data Science and Research,104650.0,Senior,In-person,M,0
Data Engineering,139500.0,Senior,Remote,M,1
Data Engineering,118575.0,Senior,Remote,M,1
Data Analysis,129150.0,Senior,In-person,M,0
Data Analysis,98400.0,Senior,In-person,M,0
Data Engineering,67672.00000000001,Mid-level,Remote,M,4
BI and Visualization,98010.0,Senior,In-person,M,0
BI and Visualization,66825.00000000001,Senior,In-person,M,0
Data Science and Research,170000.0,Senior,Remote,M,1
Machine Learning and AI,170000.0,Mid-level,In-person,S,2
Machine Learning and AI,120000.0,Mid-level,In-person,S,2
Data Analysis,229000.0,Mid-level,In-person,M,2
Data Analysis,130999.99999999999,Mid-level,In-person,M,2
Data Architecture and Modeling,104584.0,Senior,In-person,M,0
Data Architecture and Modeling,92280.0,Senior,In-person,M,0
Data Analysis,192000.0,Senior,Remote,M,1
Data Analysis,164000.0,Senior,Remote,M,1
Data Science and Research,223800.0,Senior,In-person,M,0
Data Science and Research,172100.0,Senior,In-person,M,0
Data Science and Research,258800.0,Senior,In-person,M,0
Data Science and Research,199200.0,Senior,In-person,M,0
Data Science and Research,148000.0,Senior,In-person,M,0
Machine Learning and AI,193600.0,Senior,In-person,M,0
Machine Learning and AI,119700.0,Senior,In-person,M,0
Data Science and Research,175750.0,Senior,In-person,M,0
Data Science and Research,136742.0,Senior,In-person,M,0
Data Science and Research,257400.0,Mid-level,In-person,M,2
Data Science and Research,193500.0,Mid-level,In-person,M,2
Data Science and Research,228856.0,Senior,Remote,M,1
Data Science and Research,144540.0,Senior,Remote,M,1
Data Architecture and Modeling,140000.0,Senior,Remote,M,1
Data Science and Research,155000.0,Senior,Remote,M,1
Data Science and Research,125000.0,Senior,Remote,M,1
Data Engineering,150600.0,Senior,Remote,M,1
Data Engineering,120499.99999999999,Senior,Remote,M,1
Data Science and Research,176000.0,Senior,In-person,M,0
Leadership and Management,200000.00000000003,Senior,Remote,L,1
Data Architecture and Modeling,115500.00000000001,Mid-level,In-person,M,2
Data Architecture and Modeling,73500.00000000001,Mid-level,In-person,M,2
Data Science and Research,225000.0,Senior,Remote,M,1
Data Science and Research,172758.0,Senior,Remote,M,1
Data Science and Research,86128.0,Mid-level,Remote,M,4
Data Science and Research,67672.00000000001,Mid-level,Remote,M,4
Data Analysis,51676.00000000001,Mid-level,In-person,M,2
Data Analysis,43064.0,Mid-level,In-person,M,2
Data Engineering,245000.0,Senior,Remote,M,1
Data Engineering,194992.0,Senior,Remote,M,1
Data Science and Research,140000.0,Mid-level,In-person,M,2
Machine Learning and AI,213800.0,Senior,In-person,M,0
Machine Learning and AI,180300.0,Senior,In-person,M,0
Machine Learning and AI,262269.0,Senior,Remote,M,1
Machine Learning and AI,230797.0,Senior,Remote,M,1
Data Engineering,147100.0,Mid-level,In-person,M,2
Data Engineering,90700.0,Mid-level,In-person,M,2
Machine Learning and AI,185000.0,Senior,In-person,M,0
Machine Learning and AI,145000.0,Senior,In-person,M,0
Data Analysis,123040.0,Senior,In-person,M,0
Data Analysis,92280.0,Senior,In-person,M,0
BI and Visualization,98432.0,Senior,In-person,M,0
BI and Visualization,62442.0,Senior,In-person,M,0
Data Science and Research,90000.0,Mid-level,Remote,M,4
Data Analysis,195000.0,Senior,Remote,M,1
Data Analysis,73500.00000000001,Senior,Remote,M,1
Machine Learning and AI,158900.0,Senior,Remote,M,1
Machine Learning and AI,132400.0,Senior,Remote,M,1
Machine Learning and AI,140000.0,Mid-level,Remote,S,4
Leadership and Management,130000.0,Mid-level,In-person,M,2
Machine Learning and AI,163800.00000000003,Senior,In-person,M,0
Machine Learning and AI,126000.00000000001,Senior,In-person,M,0
Data Science and Research,111967.0,Senior,Remote,M,1
Data Analysis,88000.0,Mid-level,In-person,M,2
Data Engineering,216027.0,Senior,Remote,M,1
Data Engineering,101027.99999999999,Senior,Remote,M,1
Data Science and Research,309400.0,Senior,In-person,L,0
Data Science and Research,159100.0,Senior,In-person,L,0
Data Engineering,174350.0,Senior,Remote,M,1
Data Engineering,126800.0,Senior,Remote,M,1
Machine Learning and AI,261999.99999999997,Senior,In-person,M,0
Machine Learning and AI,186000.0,Senior,In-person,M,0
Data Analysis,129000.0,Senior,Remote,M,1
Leadership and Management,175000.0,Senior,In-person,M,0
Data Analysis,130000.0,Senior,Remote,S,1
Data Analysis,104999.99999999999,Senior,Remote,S,1
Machine Learning and AI,232200.0,Senior,In-person,M,0
Machine Learning and AI,119000.0,Senior,In-person,M,0
Data Science and Research,268000.0,Senior,In-person,M,0
Data Analysis,153300.0,Senior,Remote,M,1
Data Analysis,104244.0,Senior,Remote,M,1
Data Science and Research,145000.0,Senior,Remote,M,1
Data Science and Research,226000.00000000003,Senior,Remote,M,1
Data Analysis,70000.0,Mid-level,In-person,M,2
Data Science and Research,122600.0,Senior,In-person,M,0
Data Science and Research,181499.99999999997,Senior,In-person,M,0
Data Science and Research,127000.0,Senior,In-person,M,0
Machine Learning and AI,209999.99999999997,Mid-level,In-person,S,2
Machine Learning and AI,120000.0,Senior,Remote,M,1
Machine Learning and AI,322612.5,Senior,Remote,M,1
Machine Learning and AI,245000.0,Senior,Remote,M,1
Machine Learning and AI,225000.0,Mid-level,In-person,M,2
Data Engineering,110019.0,Senior,Remote,M,1
Data Engineering,86682.0,Senior,Remote,M,1
Data Analysis,131650.0,Senior,In-person,M,0
Data Analysis,105320.0,Senior,In-person,M,0
Data Science and Research,151800.0,Senior,In-person,M,0
Data Science and Research,147500.0,Senior,Remote,M,1
Data Science and Research,112500.0,Senior,Remote,M,1
Machine Learning and AI,163199.99999999997,Senior,In-person,M,0
Data Analysis,65000.0,Senior,Remote,M,1
Data Analysis,55000.0,Senior,Remote,M,1
Machine Learning and AI,165400.0,Senior,In-person,M,0
Machine Learning and AI,127300.0,Senior,In-person,M,0
Machine Learning and AI,32811.0,Mid-level,Remote,L,4
Machine Learning and AI,135000.0,Mid-level,In-person,M,2
Data Science and Research,126900.0,Mid-level,In-person,M,2
Data Science and Research,77900.0,Mid-level,In-person,M,2
Data Engineering,110736.0,Mid-level,Remote,M,4
Data Engineering,92280.0,Mid-level,Remote,M,4
Data Analysis,169000.00000000003,Senior,In-person,M,0
Data Analysis,110600.0,Senior,In-person,M,0
Data Science and Research,162000.0,Senior,Remote,M,1
Data Architecture and Modeling,195000.0,Senior,In-person,M,0
Data Quality and Operations,154000.0,Senior,In-person,M,0
Data Quality and Operations,82000.0,Senior,In-person,M,0
Machine Learning and AI,239400.0,Senior,In-person,M,0
Machine Learning and AI,136800.0,Senior,In-person,M,0
Machine Learning and AI,322612.5,Senior,In-person,M,0
Machine Learning and AI,184700.0,Senior,In-person,M,0
Data Engineering,120000.0,Senior,In-person,M,0
Data Engineering,171250.0,Senior,In-person,M,0
Data Engineering,113750.0,Senior,In-person,M,0
Machine Learning and AI,195000.0,Senior,Remote,M,1
Machine Learning and AI,142000.0,Senior,Remote,M,1
Data Engineering,185900.0,Mid-level,In-person,M,2
Data Engineering,129300.0,Mid-level,In-person,M,2
Machine Learning and AI,194100.0,Senior,In-person,M,0
Machine Learning and AI,152300.0,Senior,In-person,M,0
Data Architecture and Modeling,190000.0,Senior,In-person,M,0
Data Architecture and Modeling,120000.0,Senior,In-person,M,0
Data Science and Research,157250.0,Senior,Remote,M,1
Data Engineering,212000.0,Senior,Remote,M,1
Data Engineering,194399.99999999997,Senior,Remote,M,1
Data Engineering,132192.0,Senior,Remote,M,1
Leadership and Management,174000.00000000003,Senior,Remote,M,1
Leadership and Management,134000.0,Senior,Remote,M,1
Machine Learning and AI,38868.0,Mid-level,Remote,L,4
Data Engineering,152000.0,Mid-level,Remote,M,4
Leadership and Management,144700.0,Senior,In-person,M,0
Data Science and Research,222000.0,Senior,In-person,M,0
Data Science and Research,115919.99999999999,Senior,In-person,M,0
Machine Learning and AI,250000.0,Senior,Remote,M,1
Machine Learning and AI,64781.00000000001,Senior,Remote,M,1
Data Engineering,284310.0,Senior,In-person,M,0
Data Engineering,153090.0,Senior,In-person,M,0
Data Science and Research,111000.0,Mid-level,In-person,M,2
Data Analysis,213210.0,Senior,Remote,M,1
Data Analysis,102434.00000000001,Senior,Remote,M,1
Data Science and Research,226600.0,Senior,In-person,M,0
Data Science and Research,140100.0,Senior,In-person,M,0
Data Science and Research,156400.0,Senior,Remote,M,1
Data Science and Research,250000.0,Senior,In-person,M,0
Leadership and Management,233400.0,Senior,Remote,M,1
Leadership and Management,145300.0,Senior,Remote,M,1
Data Engineering,248000.0,Senior,In-person,M,0
Data Engineering,149000.0,Senior,In-person,M,0
Leadership and Management,156450.0,Entry-level,Remote,M,3
Leadership and Management,119200.0,Entry-level,Remote,M,3
Machine Learning and AI,120250.0,Senior,In-person,M,0
Data Science and Research,225000.0,Mid-level,In-person,M,2
Data Science and Research,152700.0,Mid-level,In-person,M,2
Data Engineering,139152.0,Mid-level,In-person,L,2
Data Engineering,82451.99999999999,Mid-level,In-person,L,2
Data Architecture and Modeling,85000.0,Mid-level,In-person,M,2
Data Architecture and Modeling,65000.0,Mid-level,In-person,M,2
Data Analysis,139000.0,Senior,In-person,M,0
Machine Learning and AI,269500.0,Senior,In-person,M,0
Machine Learning and AI,235000.0,Mid-level,In-person,M,2
Leadership and Management,180000.0,Senior,Remote,M,1
Leadership and Management,144000.0,Senior,Remote,M,1
Data Engineering,49216.0,Mid-level,Remote,M,4
Data Engineering,43064.0,Mid-level,Remote,M,4
Data Analysis,65000.0,Mid-level,In-person,M,2
Leadership and Management,160667.0,Senior,In-person,M,0
Machine Learning and AI,27568.0,Mid-level,Remote,L,4
Data Engineering,304200.0,Senior,In-person,M,0
Data Engineering,173799.99999999997,Senior,In-person,M,0
Data Science and Research,191765.0,Mid-level,In-person,M,2
Data Science and Research,134326.0,Mid-level,In-person,M,2
Leadership and Management,173000.0,Senior,In-person,M,0
Machine Learning and AI,258384.0,Senior,Remote,M,1
Machine Learning and AI,153100.0,Senior,Remote,M,1
Data Analysis,146200.0,Senior,In-person,M,0
Data Analysis,116959.99999999999,Senior,In-person,M,0
Data Engineering,322612.5,Senior,In-person,M,0
Data Management and Strategy,111600.0,Senior,In-person,M,0
Data Management and Strategy,72000.0,Senior,In-person,M,0
Data Science and Research,322612.5,Senior,In-person,M,0
Data Science and Research,295490.0,Senior,In-person,M,0
Leadership and Management,90000.0,Mid-level,Remote,M,4
Leadership and Management,84000.0,Mid-level,Remote,M,4
Data Engineering,110000.0,Mid-level,Remote,M,4
Data Engineering,70000.0,Mid-level,In-person,M,2
Data Science and Research,253000.0,Senior,Remote,M,1
BI and Visualization,127000.0,Senior,Remote,M,1
BI and Visualization,95000.0,Senior,Remote,M,1
Data Engineering,72000.0,Senior,Remote,M,1
Data Engineering,60000.0,Senior,Remote,M,1
Data Science and Research,104000.0,Senior,In-person,M,0
Data Engineering,173650.0,Senior,In-person,M,0
Data Engineering,113900.0,Senior,In-person,M,0
Data Science and Research,126000.00000000001,Senior,Remote,M,1
Data Management and Strategy,139500.0,Senior,In-person,M,0
Data Management and Strategy,110000.0,Senior,In-person,M,0
BI and Visualization,220000.0,Senior,In-person,M,0
BI and Visualization,175000.0,Senior,In-person,M,0
Data Engineering,108000.0,Senior,Remote,M,1
Data Science and Research,182500.0,Senior,Remote,M,1
Data Analysis,35000.0,Mid-level,Remote,M,4
Machine Learning and AI,300000.0,Mid-level,Remote,M,4
Data Architecture and Modeling,91000.0,Senior,In-person,M,0
Data Architecture and Modeling,86000.0,Senior,In-person,M,0
Data Science and Research,205500.0,Senior,In-person,M,0
Data Science and Research,132500.0,Senior,In-person,M,0
Data Analysis,180000.0,Senior,Remote,L,1
Leadership and Management,97750.0,Senior,In-person,M,0
Leadership and Management,75000.0,Senior,In-person,M,0
Data Science and Research,252990.0,Entry-level,Remote,M,3
Data Science and Research,162170.0,Entry-level,Remote,M,3
Data Science and Research,216000.0,Senior,In-person,M,0
Data Science and Research,183999.99999999997,Senior,In-person,M,0
Data Engineering,86128.0,Mid-level,Remote,M,4
Data Engineering,61520.00000000001,Mid-level,Remote,M,4
Data Science and Research,140000.0,Mid-level,Remote,M,4
Data Science and Research,265000.0,Senior,Remote,M,1
Data Analysis,126277.0,Senior,Remote,M,1
Data Engineering,224500.0,Senior,In-person,M,0
Data Engineering,126900.0,Senior,In-person,M,0
Data Science and Research,227700.0,Senior,Remote,M,1
Data Science and Research,154835.99999999997,Senior,Remote,M,1
Data Analysis,126000.00000000001,Senior,In-person,M,0
Machine Learning and AI,165000.0,Senior,In-person,M,0
Leadership and Management,209000.0,Senior,In-person,M,0
Leadership and Management,112500.0,Senior,In-person,M,0
Data Architecture and Modeling,110000.0,Mid-level,Remote,M,4
Data Analysis,136000.0,Senior,Remote,M,1
Data Analysis,104000.0,Senior,Remote,M,1
Data Science and Research,214000.0,Senior,In-person,M,0
Data Science and Research,154000.0,Senior,In-person,M,0
Data Science and Research,205000.00000000003,Senior,Remote,M,1
Data Science and Research,157500.0,Senior,Remote,M,1
Data Engineering,178000.0,Senior,In-person,M,0
Data Engineering,109283.0,Senior,In-person,M,0
Data Science and Research,189000.0,Senior,In-person,M,0
Data Science and Research,137000.0,Senior,In-person,M,0
Data Analysis,120000.0,Mid-level,Remote,M,4
Data Science and Research,170500.0,Senior,Remote,M,1
Data Science and Research,118575.0,Senior,Remote,M,1
Machine Learning and AI,97712.0,Mid-level,Remote,L,4
Data Science and Research,24940.0,Entry-level,Remote,M,3
Data Analysis,154500.0,Senior,Remote,M,1
Data Analysis,131325.0,Senior,Remote,M,1
BI and Visualization,140000.0,Senior,In-person,M,0
BI and Visualization,100000.00000000001,Senior,In-person,M,0
Data Analysis,138240.0,Senior,Remote,M,1
Data Science and Research,207499.99999999997,Senior,Remote,M,1
Data Science and Research,172900.0,Senior,Remote,M,1
Data Science and Research,254000.0,Senior,In-person,M,0
Data Architecture and Modeling,147100.0,Senior,In-person,M,0
Data Architecture and Modeling,90700.0,Senior,In-person,M,0
Data Analysis,90000.0,Mid-level,In-person,M,2
Data Engineering,168399.99999999997,Senior,In-person,M,0
Data Engineering,105200.00000000001,Senior,In-person,M,0
Data Science and Research,237000.0,Senior,In-person,M,0
Data Science and Research,170112.0,Senior,In-person,M,0
Data Science and Research,25912.0,Mid-level,Remote,S,4
BI and Visualization,155000.0,Senior,Remote,M,1
BI and Visualization,130000.0,Senior,Remote,M,1
BI and Visualization,104999.99999999999,Senior,In-person,M,0
BI and Visualization,70000.0,Senior,In-person,M,0
Data Science and Research,167310.0,Senior,In-person,M,0
Data Engineering,121000.0,Senior,Remote,M,1
Data Architecture and Modeling,125000.0,Senior,Remote,M,1
Machine Learning and AI,322612.5,Senior,Remote,M,1
Machine Learning and AI,171000.0,Senior,Remote,M,1
Machine Learning and AI,155810.0,Mid-level,In-person,M,2
Machine Learning and AI,106720.0,Mid-level,In-person,M,2
Data Analysis,133000.0,Senior,Remote,M,1
Data Analysis,113000.00000000001,Senior,Remote,M,1
Data Science and Research,208400.0,Senior,Remote,M,1
Data Engineering,157550.0,Senior,In-person,M,0
Data Engineering,104650.0,Senior,In-person,M,0
Data Engineering,240500.0,Senior,In-person,L,0
Data Engineering,123700.0,Senior,In-person,L,0
Data Analysis,78000.0,Senior,Remote,L,1
